exercise_id,keyword_id
lat-pulldown-close-grip,336
lat-pulldown-underhand-grip,329
lat-pulldown-underhand-grip,330
lat-pulldown-underhand-grip,331
lat-pulldown-underhand-grip,332
lat-pulldown-underhand-grip,333
lat-pulldown-underhand-grip,334
lat-pulldown-underhand-grip,335
lat-pulldown-underhand-grip,336
lat-pulldown-neutral-grip,329
lat-pulldown-neutral-grip,330
lat-pulldown-neutral-grip,331
lat-pulldown-neutral-grip,332
lat-pulldown-neutral-grip,333
lat-pulldown-neutral-grip,334
lat-pulldown-neutral-grip,335
lat-pulldown-neutral-grip,336
lat-pulldown-behind-neck,329
lat-pulldown-behind-neck,330
lat-pulldown-behind-neck,333
lat-pulldown-behind-neck,334
lat-pulldown-behind-neck,335
lat-pulldown-behind-neck,374
lat-pulldown-behind-neck,376
lat-pulldown-behind-neck,378
lat-pulldown-behind-neck,419
lat-pulldown-behind-neck,420
lat-pulldown-straight-arm,329
lat-pulldown-straight-arm,330
lat-pulldown-straight-arm,333
lat-pulldown-straight-arm,334
lat-pulldown-straight-arm,335
lat-pulldown-straight-arm,374
lat-pulldown-one-arm,329
lat-pulldown-one-arm,330
lat-pulldown-one-arm,333
lat-pulldown-one-arm,334
lat-pulldown-one-arm,335
lat-pulldown-one-arm,386
lat-pulldown-one-arm,392
lat-pulldown-one-arm,393
lat-pulldown-one-arm,399
lat-pulldown-wide-grip-chest,329
lat-pulldown-wide-grip-chest,330
lat-pulldown-wide-grip-chest,333
lat-pulldown-wide-grip-chest,334
lat-pulldown-wide-grip-chest,335
lat-pulldown-wide-grip-chest,343
lat-pulldown-wide-grip-chest,344
cable-pulldown-standing,329
cable-pulldown-standing,330
cable-pulldown-standing,333
cable-pulldown-standing,334
cable-pulldown-standing,335
cable-pulldown-standing,53
cable-pulldown-standing,54
cable-pulldown-standing,51
cable-pulldown-standing,429
cable-pulldown-standing,430
cable-pulldown-standing,431
cable-pulldown-standing,432
cable-pulldown-standing,433
cable-pulldown-standing,434
cable-pulldown-standing,435
cable-pulldown-standing,436
cable-pulldown-standing,437
cable-pulldown-seated,329
cable-pulldown-seated,330
cable-pulldown-seated,333
cable-pulldown-seated,334
cable-pulldown-seated,335
cable-pulldown-seated,53
cable-pulldown-seated,54
cable-pulldown-seated,51
cable-pulldown-seated,438
cable-pulldown-seated,439
cable-pulldown-seated,440
cable-pulldown-seated,441
cable-pulldown-seated,442
cable-pulldown-seated,443
cable-pulldown-seated,444
cable-pulldown-seated,445
australian-pull-ups,446
australian-pull-ups,447
australian-pull-ups,448
australian-pull-ups,449
australian-pull-ups,450
australian-pull-ups,451
australian-pull-ups,452
australian-pull-ups,453
australian-pull-ups,454
australian-pull-ups,329
australian-pull-ups,333
australian-pull-ups,335
australian-pull-ups,337
australian-pull-ups,339
australian-pull-ups,456
australian-pull-ups-feet-elevated,446
australian-pull-ups-feet-elevated,447
australian-pull-ups-feet-elevated,448
australian-pull-ups-feet-elevated,449
australian-pull-ups-feet-elevated,450
australian-pull-ups-feet-elevated,451
australian-pull-ups-feet-elevated,452
australian-pull-ups-feet-elevated,453
australian-pull-ups-feet-elevated,454
australian-pull-ups-feet-elevated,329
australian-pull-ups-feet-elevated,333
australian-pull-ups-feet-elevated,335
australian-pull-ups-feet-elevated,337
australian-pull-ups-feet-elevated,339
australian-pull-ups-feet-elevated,456
australian-pull-ups-feet-elevated,458
australian-pull-ups-feet-elevated,459
australian-pull-ups-underhand-grip,446
australian-pull-ups-underhand-grip,447
australian-pull-ups-underhand-grip,448
australian-pull-ups-underhand-grip,449
australian-pull-ups-underhand-grip,450
australian-pull-ups-underhand-grip,451
australian-pull-ups-underhand-grip,452
australian-pull-ups-underhand-grip,453
australian-pull-ups-underhand-grip,454
australian-pull-ups-underhand-grip,329
australian-pull-ups-underhand-grip,333
australian-pull-ups-underhand-grip,335
australian-pull-ups-underhand-grip,337
australian-pull-ups-underhand-grip,339
australian-pull-ups-underhand-grip,456
australian-pull-ups-underhand-grip,358
australian-pull-ups-underhand-grip,359
australian-pull-ups-underhand-grip,360
australian-pull-ups-underhand-grip,361
australian-pull-ups-underhand-grip,362
australian-pull-ups-underhand-grip,460
australian-pull-ups-underhand-grip,461
dumbbell-one-arm-row,12
dumbbell-one-arm-row,13
dumbbell-one-arm-row,335
dumbbell-one-arm-row,336
dumbbell-one-arm-row,333
dumbbell-one-arm-row,337
dumbbell-one-arm-row,374
dumbbell-one-arm-row,462
dumbbell-one-arm-row,463
dumbbell-one-arm-row,464
dumbbell-one-arm-row,465
dumbbell-one-arm-row,466
dumbbell-bent-over-row,12
dumbbell-bent-over-row,13
dumbbell-bent-over-row,335
dumbbell-bent-over-row,336
dumbbell-bent-over-row,333
dumbbell-bent-over-row,337
dumbbell-bent-over-row,374
dumbbell-bent-over-row,468
dumbbell-bent-over-row,469
dumbbell-bent-over-row,470
dumbbell-bent-over-row,471
dumbbell-bent-over-row,472
dumbbell-incline-bench-row,12
dumbbell-incline-bench-row,13
dumbbell-incline-bench-row,335
dumbbell-incline-bench-row,336
dumbbell-incline-bench-row,333
dumbbell-incline-bench-row,337
dumbbell-incline-bench-row,374
dumbbell-incline-bench-row,473
dumbbell-incline-bench-row,474
dumbbell-incline-bench-row,475
dumbbell-incline-bench-row,476
dumbbell-incline-bench-row,477
dumbbell-incline-bench-row,478
dumbbell-incline-bench-row,479
plank-row,12
plank-row,13
plank-row,5
plank-row,335
plank-row,336
plank-row,333
plank-row,337
plank-row,374
plank-row,480
plank-row,481
plank-row,482
plank-row,483
plank-row,484
plank-row,485
plank-row,486
plank-row,487
barbell-bent-over-row,76
barbell-bent-over-row,77
barbell-bent-over-row,335
barbell-bent-over-row,336
barbell-bent-over-row,333
barbell-bent-over-row,337
barbell-bent-over-row,374
barbell-bent-over-row,470
barbell-bent-over-row,471
barbell-bent-over-row,472
barbell-bent-over-row-underhand,76
barbell-bent-over-row-underhand,77
barbell-bent-over-row-underhand,335
barbell-bent-over-row-underhand,336
barbell-bent-over-row-underhand,333
barbell-bent-over-row-underhand,337
barbell-bent-over-row-underhand,374
barbell-bent-over-row-underhand,358
barbell-bent-over-row-underhand,360
barbell-bent-over-row-underhand,361
yates-row,76
yates-row,77
yates-row,335
yates-row,336
yates-row,333
yates-row,374
yates-row,426
yates-row,427
yates-row,470
yates-row,472
pendlay-row,76
pendlay-row,77
pendlay-row,335
pendlay-row,336
pendlay-row,333
pendlay-row,374
pendlay-row,470
pendlay-row,472
ez-bar-bent-over-row,76
ez-bar-bent-over-row,335
ez-bar-bent-over-row,336
ez-bar-bent-over-row,333
ez-bar-bent-over-row,337
ez-bar-bent-over-row,374
ez-bar-bent-over-row,470
ez-bar-bent-over-row,471
ez-bar-bent-over-row,472
swiss-bar-row,76
swiss-bar-row,335
swiss-bar-row,336
swiss-bar-row,333
swiss-bar-row,337
swiss-bar-row,374
swiss-bar-row,243
swiss-bar-row,244
swiss-bar-row,470
swiss-bar-row,472
cable-seated-row,488
cable-seated-row,489
cable-seated-row,490
cable-seated-row,495
cable-seated-row,500
cable-seated-row,501
cable-seated-row,506
cable-seated-row,507
cable-seated-row,508
cable-standing-row,488
cable-standing-row,489
cable-standing-row,491
cable-standing-row,496
cable-standing-row,500
cable-standing-row,502
cable-standing-row,506
cable-standing-row,507
cable-standing-row,508
cable-one-arm-row,488
cable-one-arm-row,489
cable-one-arm-row,492
cable-one-arm-row,497
cable-one-arm-row,500
cable-one-arm-row,503
cable-one-arm-row,506
cable-one-arm-row,507
cable-one-arm-row,508
cable-wide-grip-row,488
cable-wide-grip-row,489
cable-wide-grip-row,493
cable-wide-grip-row,498
cable-wide-grip-row,500
cable-wide-grip-row,504
cable-wide-grip-row,506
cable-wide-grip-row,507
cable-wide-grip-row,508
cable-close-grip-row,488
cable-close-grip-row,489
cable-close-grip-row,494
cable-close-grip-row,499
cable-close-grip-row,500
cable-close-grip-row,505
cable-close-grip-row,506
cable-close-grip-row,507
cable-close-grip-row,508
cable-horizontal-row-underhand-grip,488
cable-horizontal-row-underhand-grip,489
cable-horizontal-row-underhand-grip,500
cable-horizontal-row-underhand-grip,506
cable-horizontal-row-underhand-grip,507
cable-horizontal-row-underhand-grip,508
cable-horizontal-row-neutral-grip,488
cable-horizontal-row-neutral-grip,489
cable-horizontal-row-neutral-grip,500
cable-horizontal-row-neutral-grip,506
cable-horizontal-row-neutral-grip,507
cable-horizontal-row-neutral-grip,508
cable-crossover-row-high,488
cable-crossover-row-high,489
cable-crossover-row-high,500
cable-crossover-row-high,506
cable-crossover-row-high,507
cable-crossover-row-high,508
cable-crossover-row-low,488
cable-crossover-row-low,489
cable-crossover-row-low,500
cable-crossover-row-low,506
cable-crossover-row-low,507
cable-crossover-row-low,508
cable-horizontal-row-kneeling,488
cable-horizontal-row-kneeling,489
cable-horizontal-row-kneeling,500
cable-horizontal-row-kneeling,506
cable-horizontal-row-kneeling,507
cable-horizontal-row-kneeling,508
hammer-strength-row,333
hammer-strength-row,335
hammer-strength-row,336
hammer-strength-row,337
hammer-strength-row,509
hammer-strength-row,510
hammer-strength-row,511
hammer-strength-row,512
hammer-strength-row,513
hammer-strength-row,514
hammer-strength-row,515
t-bar-row-machine,333
t-bar-row-machine,335
t-bar-row-machine,336
t-bar-row-machine,337
t-bar-row-machine,472
t-bar-row-machine,516
t-bar-row-machine,517
t-bar-row-machine,518
t-bar-row-machine,519
t-bar-row-machine,520
t-bar-row-machine,521
t-bar-row-machine,522
trx-row,272
trx-row,273
trx-row,274
trx-row,275
trx-row,276
trx-row,277
trx-row,278
trx-row,279
trx-row,280
trx-row,281
trx-row,282
trx-row,329
trx-row,330
trx-row,333
trx-row,335
trx-row,336
trx-row,339
trx-row-wide-grip,272
trx-row-wide-grip,273
trx-row-wide-grip,274
trx-row-wide-grip,275
trx-row-wide-grip,276
trx-row-wide-grip,277
trx-row-wide-grip,278
trx-row-wide-grip,279
trx-row-wide-grip,280
trx-row-wide-grip,281
trx-row-wide-grip,282
trx-row-wide-grip,329
trx-row-wide-grip,330
trx-row-wide-grip,333
trx-row-wide-grip,335
trx-row-wide-grip,336
trx-row-wide-grip,339
trx-row-close-grip,272
trx-row-close-grip,273
trx-row-close-grip,274
trx-row-close-grip,275
trx-row-close-grip,276
trx-row-close-grip,277
trx-row-close-grip,278
trx-row-close-grip,279
trx-row-close-grip,280
trx-row-close-grip,281
trx-row-close-grip,282
trx-row-close-grip,329
trx-row-close-grip,330
trx-row-close-grip,333
trx-row-close-grip,335
trx-row-close-grip,336
trx-row-close-grip,339
trx-row-archer,272
trx-row-archer,273
trx-row-archer,274
trx-row-archer,275
trx-row-archer,276
trx-row-archer,277
trx-row-archer,278
trx-row-archer,279
trx-row-archer,280
trx-row-archer,281
trx-row-archer,282
trx-row-archer,329
trx-row-archer,330
trx-row-archer,333
trx-row-archer,335
trx-row-archer,336
trx-row-archer,339
